SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,Player
22023,203999,0022300906,"MAR 07, 2024",DEN vs. BOS,W,39,11,19,0.579,0,0,0.0,10,10,1.0,4,8,12,11,2,0,0,1,32,9,1,Nikola Jokic
22023,203999,0022300893,"MAR 05, 2024",DEN vs. PHX,L,44,8,18,0.444,4,7,0.571,5,7,0.714,3,13,16,5,0,0,7,2,25,-13,1,Nikola Jokic
22023,203999,0022300869,"MAR 02, 2024",DEN @ LAL,W,39,16,25,0.64,1,5,0.2,2,2,1.0,2,8,10,7,0,1,3,1,35,16,1,Nikola Jokic
22023,203999,0022300855,"FEB 29, 2024",DEN vs. MIA,W,38,6,15,0.4,0,3,0.0,6,6,1.0,2,9,11,7,1,2,4,4,18,12,1,Nikola Jokic
22023,203999,0022300847,"FEB 28, 2024",DEN vs. SAC,W,32,5,9,0.556,0,0,0.0,4,4,1.0,1,13,14,11,3,1,2,3,14,37,1,Nikola Jokic
22023,203999,0022300824,"FEB 25, 2024",DEN @ GSW,W,37,13,24,0.542,2,6,0.333,4,4,1.0,2,14,16,16,4,1,2,3,32,20,1,Nikola Jokic
22023,203999,0022300812,"FEB 23, 2024",DEN @ POR,W,35,12,17,0.706,1,3,0.333,4,5,0.8,3,12,15,14,2,1,2,4,29,24,1,Nikola Jokic
22023,203999,0022300800,"FEB 22, 2024",DEN vs. WAS,W,31,10,10,1.0,0,0,0.0,1,2,0.5,2,17,19,15,1,0,3,3,21,23,1,Nikola Jokic
22023,203999,0022300786,"FEB 14, 2024",DEN vs. SAC,L,39,6,17,0.353,0,6,0.0,3,4,0.75,0,5,5,8,0,1,0,4,15,-6,1,Nikola Jokic
22023,203999,0022300767,"FEB 12, 2024",DEN @ MIL,L,32,13,25,0.52,2,5,0.4,1,3,0.333,3,9,12,8,0,0,5,1,29,-16,1,Nikola Jokic
22023,203999,0022300746,"FEB 09, 2024",DEN @ SAC,L,30,9,17,0.529,1,1,1.0,4,5,0.8,2,6,8,7,3,0,1,2,23,-7,1,Nikola Jokic
22023,203999,0022300740,"FEB 08, 2024",DEN @ LAL,W,36,9,20,0.45,2,6,0.333,4,4,1.0,3,10,13,9,0,3,6,2,24,10,1,Nikola Jokic
22023,203999,0022300712,"FEB 04, 2024",DEN vs. POR,W,34,12,20,0.6,1,3,0.333,4,5,0.8,1,7,8,7,2,0,2,1,29,-5,1,Nikola Jokic
22023,203999,0022300697,"FEB 02, 2024",DEN vs. POR,W,38,11,16,0.688,1,1,1.0,4,4,1.0,7,15,22,12,1,2,4,3,27,20,1,Nikola Jokic
22023,203999,0022300667,"JAN 29, 2024",DEN vs. MIL,W,40,10,25,0.4,1,6,0.167,4,5,0.8,1,15,16,12,3,2,3,1,25,9,1,Nikola Jokic
22023,203999,0022300644,"JAN 27, 2024",DEN vs. PHI,W,37,8,16,0.5,0,1,0.0,10,16,0.625,5,11,16,7,2,0,3,3,26,2,1,Nikola Jokic
22023,203999,0022300631,"JAN 25, 2024",DEN @ NYK,L,27,13,18,0.722,2,3,0.667,3,3,1.0,4,7,11,3,0,0,7,1,31,-23,1,Nikola Jokic
22023,203999,0022300614,"JAN 23, 2024",DEN @ IND,W,37,13,19,0.684,3,4,0.75,2,2,1.0,2,11,13,10,0,1,1,3,31,9,1,Nikola Jokic
22023,203999,0022300602,"JAN 21, 2024",DEN @ WAS,W,36,15,20,0.75,0,0,0.0,12,14,0.857,4,8,12,8,2,2,0,2,42,20,1,Nikola Jokic
22023,203999,0022300586,"JAN 19, 2024",DEN @ BOS,W,38,14,22,0.636,2,4,0.5,4,4,1.0,2,10,12,9,0,0,4,1,34,1,1,Nikola Jokic
22023,203999,0022300566,"JAN 16, 2024",DEN @ PHI,L,38,11,20,0.55,0,2,0.0,3,4,0.75,11,8,19,3,1,1,4,3,25,1,1,Nikola Jokic
22023,203999,0022300550,"JAN 14, 2024",DEN vs. IND,W,33,12,13,0.923,0,0,0.0,1,2,0.5,3,9,12,9,2,1,7,3,25,10,1,Nikola Jokic
22023,203999,0022300539,"JAN 12, 2024",DEN vs. NOP,W,32,11,17,0.647,1,2,0.5,4,4,1.0,3,7,10,14,0,1,2,4,27,12,1,Nikola Jokic
22023,203999,0022300524,"JAN 10, 2024",DEN @ UTA,L,30,8,9,0.889,1,1,1.0,10,12,0.833,1,10,11,6,1,0,6,3,27,-21,1,Nikola Jokic
22023,203999,0022300502,"JAN 07, 2024",DEN vs. DET,W,25,2,3,0.667,0,0,0.0,0,0,0.0,0,7,7,16,0,5,2,4,4,16,1,Nikola Jokic
22023,203999,0022300488,"JAN 05, 2024",DEN vs. ORL,L,37,13,19,0.684,0,1,0.0,3,4,0.75,0,4,4,8,3,0,2,3,29,-4,1,Nikola Jokic
22023,203999,0022300478,"JAN 04, 2024",DEN @ GSW,W,38,13,16,0.813,2,2,1.0,6,7,0.857,2,7,9,10,2,1,4,2,34,4,1,Nikola Jokic
22023,203999,0022300455,"JAN 01, 2024",DEN vs. CHA,W,28,6,7,0.857,0,0,0.0,1,1,1.0,0,11,11,6,1,1,3,2,13,27,1,Nikola Jokic
22023,203999,0022300435,"DEC 29, 2023",DEN vs. OKC,L,32,9,10,0.9,1,1,1.0,0,0,0.0,2,8,10,7,1,1,7,2,19,-19,1,Nikola Jokic
22023,203999,0022300425,"DEC 28, 2023",DEN vs. MEM,W,30,11,11,1.0,1,1,1.0,3,3,1.0,0,14,14,10,0,2,3,1,26,25,1,Nikola Jokic
22023,203999,0022300402,"DEC 25, 2023",DEN vs. GSW,W,39,4,12,0.333,0,2,0.0,18,18,1.0,4,10,14,8,0,0,3,2,26,21,1,Nikola Jokic
22023,203999,0022300390,"DEC 23, 2023",DEN @ CHA,W,36,8,14,0.571,0,2,0.0,2,2,1.0,2,8,10,9,1,1,3,6,18,12,1,Nikola Jokic
22023,203999,0022300383,"DEC 22, 2023",DEN @ BKN,W,34,12,17,0.706,2,2,1.0,5,5,1.0,2,9,11,7,3,2,0,4,31,29,1,Nikola Jokic
22023,203999,0022300369,"DEC 20, 2023",DEN @ TOR,W,38,13,23,0.565,3,5,0.6,2,3,0.667,5,10,15,6,0,2,2,2,31,15,1,Nikola Jokic
22023,203999,0022300356,"DEC 18, 2023",DEN vs. DAL,W,28,3,8,0.375,0,1,0.0,2,2,1.0,1,8,9,7,2,0,2,2,8,16,1,Nikola Jokic
22023,203999,0022300340,"DEC 16, 2023",DEN vs. OKC,L,37,8,15,0.533,1,2,0.5,7,8,0.875,4,2,6,12,2,0,3,3,24,-9,1,Nikola Jokic
22023,203999,0022300322,"DEC 14, 2023",DEN vs. BKN,W,30,8,12,0.667,0,2,0.0,10,12,0.833,1,13,14,10,1,0,1,2,26,21,1,Nikola Jokic
22023,203999,0022300307,"DEC 12, 2023",DEN @ CHI,W,16,2,5,0.4,0,0,0.0,0,0,0.0,3,6,9,6,0,0,0,1,4,5,1,Nikola Jokic
22023,203999,0022300296,"DEC 11, 2023",DEN @ ATL,W,36,9,13,0.692,1,1,1.0,6,7,0.857,2,6,8,9,3,2,1,3,25,8,1,Nikola Jokic
22023,203999,0022301224,"DEC 08, 2023",DEN vs. HOU,L,34,9,26,0.346,1,2,0.5,4,7,0.571,7,9,16,5,0,2,3,5,23,3,1,Nikola Jokic
22023,203999,0022301215,"DEC 06, 2023",DEN @ LAC,L,37,9,32,0.281,2,7,0.286,2,2,1.0,5,10,15,10,1,0,4,2,22,1,1,Nikola Jokic
22023,203999,0022300290,"DEC 02, 2023",DEN @ SAC,L,38,13,23,0.565,1,4,0.25,9,12,0.75,2,11,13,14,2,1,0,3,36,11,1,Nikola Jokic
22023,203999,0022300279,"DEC 01, 2023",DEN @ PHX,W,35,9,18,0.5,0,3,0.0,3,6,0.5,1,4,5,16,1,2,3,4,21,6,1,Nikola Jokic
22023,203999,0022300263,"NOV 29, 2023",DEN vs. HOU,W,33,12,19,0.632,1,2,0.5,7,8,0.875,6,4,10,15,1,0,0,2,32,29,1,Nikola Jokic
22023,203999,0022300252,"NOV 26, 2023",DEN vs. SAS,W,34,17,29,0.586,0,0,0.0,5,5,1.0,5,6,11,9,1,0,5,3,39,14,1,Nikola Jokic
22023,203999,0022300048,"NOV 24, 2023",DEN @ HOU,L,42,14,31,0.452,3,8,0.375,7,11,0.636,6,13,19,8,3,0,3,3,38,-12,1,Nikola Jokic
22023,203999,0022300226,"NOV 22, 2023",DEN @ ORL,L,36,12,18,0.667,1,2,0.5,5,5,1.0,5,8,13,12,3,2,1,4,30,4,1,Nikola Jokic
22023,203999,0022300218,"NOV 20, 2023",DEN @ DET,W,15,4,8,0.5,1,4,0.25,0,0,0.0,0,5,5,5,0,1,1,1,9,-4,1,Nikola Jokic
22023,203999,0022300210,"NOV 19, 2023",DEN @ CLE,L,28,8,13,0.615,0,0,0.0,2,5,0.4,1,9,10,7,1,1,3,5,18,-16,1,Nikola Jokic
22023,203999,0022300034,"NOV 17, 2023",DEN @ NOP,L,36,10,20,0.5,1,8,0.125,5,5,1.0,2,14,16,18,1,1,4,2,26,5,1,Nikola Jokic
22023,203999,0022300024,"NOV 14, 2023",DEN vs. LAC,W,36,8,23,0.348,2,7,0.286,14,14,1.0,3,13,16,9,1,0,4,2,32,3,1,Nikola Jokic
22023,203999,0022300182,"NOV 12, 2023",DEN @ HOU,L,38,13,26,0.5,2,6,0.333,8,8,1.0,6,15,21,11,0,1,3,3,36,12,1,Nikola Jokic
22023,203999,0022300169,"NOV 08, 2023",DEN vs. GSW,W,37,14,25,0.56,1,8,0.125,6,10,0.6,3,10,13,5,3,1,3,3,35,3,1,Nikola Jokic
22023,203999,0022300156,"NOV 06, 2023",DEN vs. NOP,W,36,15,24,0.625,2,6,0.333,3,5,0.6,3,11,14,12,1,1,2,1,35,16,1,Nikola Jokic
22023,203999,0022300139,"NOV 04, 2023",DEN vs. CHI,W,33,9,16,0.563,1,3,0.333,9,9,1.0,4,12,16,9,3,0,1,3,28,33,1,Nikola Jokic
22023,203999,0022300006,"NOV 03, 2023",DEN vs. DAL,W,36,14,16,0.875,2,2,1.0,3,5,0.6,7,7,14,9,1,1,4,3,33,17,1,Nikola Jokic
22023,203999,0022300123,"NOV 01, 2023",DEN @ MIN,L,30,11,23,0.478,1,6,0.167,2,2,1.0,2,8,10,3,0,0,5,0,25,-19,1,Nikola Jokic
22023,203999,0022300110,"OCT 30, 2023",DEN vs. UTA,W,35,12,16,0.75,1,3,0.333,2,5,0.4,1,9,10,11,0,2,1,3,27,13,1,Nikola Jokic
22023,203999,0022300095,"OCT 29, 2023",DEN @ OKC,W,30,12,16,0.75,1,2,0.5,3,3,1.0,2,12,14,5,0,0,4,3,28,21,1,Nikola Jokic
22023,203999,0022300078,"OCT 27, 2023",DEN @ MEM,W,35,8,14,0.571,1,4,0.25,5,6,0.833,3,9,12,7,1,1,9,1,22,6,1,Nikola Jokic
22023,203999,0022300061,"OCT 24, 2023",DEN vs. LAL,W,36,12,22,0.545,3,5,0.6,2,4,0.5,3,10,13,11,1,1,2,2,29,15,1,Nikola Jokic
22023,1629029,0022301161,"APR 10, 2024",DAL @ MIA,W,36,9,23,0.391,4,15,0.267,7,8,0.875,1,8,9,9,0,0,3,4,29,7,1,Luka Doncic
22023,1629029,0022301144,"APR 09, 2024",DAL @ CHA,W,35,13,25,0.52,8,17,0.471,5,7,0.714,2,10,12,10,0,1,4,2,39,22,1,Luka Doncic
22023,1629029,0022301131,"APR 07, 2024",DAL vs. HOU,W,45,12,21,0.571,4,10,0.4,9,9,1.0,2,7,9,12,0,2,7,5,37,20,1,Luka Doncic
22023,1629029,0022301124,"APR 04, 2024",DAL vs. ATL,W,37,8,25,0.32,6,15,0.4,3,3,1.0,0,12,12,8,2,1,5,3,25,21,1,Luka Doncic
22023,1629029,0022300589,"APR 02, 2024",DAL @ GSW,L,39,11,22,0.5,5,11,0.455,3,4,0.75,1,11,12,11,0,0,5,1,30,9,1,Luka Doncic
22023,1629029,0022301083,"MAR 31, 2024",DAL @ HOU,W,35,18,30,0.6,9,16,0.563,2,5,0.4,0,12,12,7,2,0,4,1,47,12,1,Luka Doncic
22023,1629029,0022301073,"MAR 29, 2024",DAL @ SAC,W,41,6,14,0.429,4,8,0.5,10,14,0.714,0,9,9,12,2,0,5,2,26,6,1,Luka Doncic
22023,1629029,0022301047,"MAR 26, 2024",DAL @ SAC,W,32,10,18,0.556,4,8,0.5,4,5,0.8,1,10,11,6,2,0,4,4,28,18,1,Luka Doncic
22023,1629029,0022301041,"MAR 25, 2024",DAL @ UTA,W,41,10,24,0.417,2,11,0.182,7,8,0.875,2,10,12,13,1,1,4,3,29,10,1,Luka Doncic
22023,1629029,0022301008,"MAR 21, 2024",DAL vs. UTA,W,35,11,23,0.478,4,10,0.4,8,12,0.667,1,8,9,8,4,0,4,2,34,-3,1,Luka Doncic
22023,1629029,0022300994,"MAR 19, 2024",DAL @ SAS,W,40,6,27,0.222,2,12,0.167,4,5,0.8,0,10,10,16,1,0,4,0,18,5,1,Luka Doncic
22023,1629029,0022300978,"MAR 17, 2024",DAL vs. DEN,W,40,12,27,0.444,5,11,0.455,8,10,0.8,4,6,10,3,2,0,3,3,37,-1,1,Luka Doncic
22023,1629029,0022300952,"MAR 13, 2024",DAL vs. GSW,W,30,7,18,0.389,1,6,0.167,6,8,0.75,1,2,3,9,0,0,6,0,21,14,1,Luka Doncic
22023,1629029,0022300935,"MAR 11, 2024",DAL @ CHI,W,34,9,23,0.391,6,15,0.4,3,4,0.75,2,10,12,14,1,0,2,2,27,34,1,Luka Doncic
22023,1629029,0022300919,"MAR 09, 2024",DAL @ DET,W,37,13,24,0.542,4,13,0.308,9,10,0.9,0,10,10,10,3,2,6,1,39,13,1,Luka Doncic
22023,1629029,0022300904,"MAR 07, 2024",DAL vs. MIA,W,40,12,24,0.5,7,13,0.538,4,4,1.0,0,11,11,11,1,0,4,2,35,11,1,Luka Doncic
22023,1629029,0022300892,"MAR 05, 2024",DAL vs. IND,L,43,15,30,0.5,4,13,0.308,5,6,0.833,0,10,10,11,0,0,5,4,39,-18,1,Luka Doncic
22023,1629029,0022300871,"MAR 03, 2024",DAL vs. PHI,L,40,14,27,0.519,4,10,0.4,6,6,1.0,2,9,11,10,1,0,7,2,38,9,1,Luka Doncic
22023,1629029,0022300859,"MAR 01, 2024",DAL @ BOS,L,37,14,25,0.56,3,9,0.333,6,8,0.75,3,9,12,11,0,0,2,3,37,-20,1,Luka Doncic
22023,1629029,0022300844,"FEB 28, 2024",DAL @ TOR,W,36,11,23,0.478,1,8,0.125,7,9,0.778,1,11,12,16,2,0,5,3,30,11,1,Luka Doncic
22023,1629029,0022300832,"FEB 27, 2024",DAL @ CLE,L,41,17,29,0.586,6,11,0.545,5,5,1.0,0,9,9,14,3,0,1,1,45,13,1,Luka Doncic
22023,1629029,0022300819,"FEB 25, 2024",DAL @ IND,L,33,10,21,0.476,4,8,0.5,9,12,0.75,1,5,6,6,1,2,3,4,33,-13,1,Luka Doncic
22023,1629029,0022300796,"FEB 22, 2024",DAL vs. PHX,W,38,14,27,0.519,6,11,0.545,7,7,1.0,0,9,9,11,3,0,3,4,41,9,1,Luka Doncic
22023,1629029,0022300785,"FEB 14, 2024",DAL vs. SAS,W,31,11,20,0.55,1,8,0.125,4,4,1.0,0,9,9,8,2,1,5,2,27,25,1,Luka Doncic
22023,1629029,0022300768,"FEB 12, 2024",DAL vs. WAS,W,37,8,16,0.5,2,7,0.286,8,11,0.727,1,10,11,15,1,2,5,3,26,19,1,Luka Doncic
22023,1629029,0022300748,"FEB 10, 2024",DAL vs. OKC,W,31,9,14,0.643,4,8,0.5,10,13,0.769,0,8,8,9,0,0,3,3,32,18,1,Luka Doncic
22023,1629029,0022300736,"FEB 08, 2024",DAL @ NYK,W,40,13,24,0.542,7,14,0.5,6,7,0.857,0,8,8,11,4,1,3,1,39,18,1,Luka Doncic
22023,1629029,0022300720,"FEB 06, 2024",DAL @ BKN,W,43,13,27,0.481,4,11,0.364,5,10,0.5,1,17,18,9,2,1,1,3,35,6,1,Luka Doncic
22023,1629029,0022300715,"FEB 05, 2024",DAL @ PHI,W,36,6,15,0.4,4,10,0.4,3,5,0.6,0,8,8,3,1,0,3,3,19,17,1,Luka Doncic
22023,1629029,0022300702,"FEB 03, 2024",DAL vs. MIL,L,42,13,26,0.5,4,12,0.333,10,11,0.909,1,8,9,11,1,0,9,4,40,-12,1,Luka Doncic
22023,1629029,0022300666,"JAN 29, 2024",DAL vs. ORL,W,43,12,23,0.522,3,8,0.375,18,21,0.857,0,9,9,15,2,0,4,4,45,3,1,Luka Doncic
22023,1629029,0022300651,"JAN 27, 2024",DAL vs. SAC,L,46,9,26,0.346,1,9,0.111,9,12,0.75,2,8,10,17,2,1,3,3,28,2,1,Luka Doncic
22023,1629029,0022300634,"JAN 26, 2024",DAL @ ATL,W,45,25,33,0.758,8,13,0.615,15,16,0.938,0,10,10,7,1,0,4,1,73,13,1,Luka Doncic
22023,1629029,0022300625,"JAN 24, 2024",DAL vs. PHX,L,39,11,24,0.458,4,11,0.364,8,12,0.667,1,7,8,9,1,2,5,1,34,-22,1,Luka Doncic
22023,1629029,0022300611,"JAN 22, 2024",DAL vs. BOS,L,40,12,30,0.4,2,8,0.25,7,11,0.636,5,13,18,13,2,0,3,5,33,-13,1,Luka Doncic
22023,1629029,0022300577,"JAN 17, 2024",DAL @ LAL,L,36,12,24,0.5,2,9,0.222,7,9,0.778,0,13,13,10,2,2,4,2,33,-15,1,Luka Doncic
22023,1629029,0022300515,"JAN 09, 2024",DAL vs. MEM,L,36,9,21,0.429,2,8,0.25,11,15,0.733,0,6,6,6,3,0,3,1,31,-14,1,Luka Doncic
22023,1629029,0022300501,"JAN 07, 2024",DAL vs. MIN,W,39,12,26,0.462,5,12,0.417,5,8,0.625,0,6,6,8,1,0,3,3,34,5,1,Luka Doncic
22023,1629029,0022300472,"JAN 03, 2024",DAL vs. POR,W,31,13,21,0.619,4,7,0.571,11,14,0.786,0,6,6,5,1,0,4,1,41,23,1,Luka Doncic
22023,1629029,0022300457,"JAN 01, 2024",DAL @ UTA,L,34,6,20,0.3,3,13,0.231,4,6,0.667,0,6,6,14,1,0,4,1,19,-17,1,Luka Doncic
22023,1629029,0022300444,"DEC 30, 2023",DAL @ GSW,W,38,14,29,0.483,5,13,0.385,6,7,0.857,0,8,8,10,1,1,4,3,39,9,1,Luka Doncic
22023,1629029,0022300420,"DEC 27, 2023",DAL vs. CLE,L,37,14,29,0.483,3,10,0.3,8,10,0.8,0,7,7,6,2,2,5,0,39,-9,1,Luka Doncic
22023,1629029,0022300405,"DEC 25, 2023",DAL @ PHX,W,44,15,25,0.6,8,16,0.5,12,12,1.0,1,5,6,15,4,3,4,2,50,16,1,Luka Doncic
22023,1629029,0022300398,"DEC 23, 2023",DAL vs. SAS,W,32,13,27,0.481,5,10,0.5,8,11,0.727,2,10,12,10,1,1,2,1,39,37,1,Luka Doncic
22023,1629029,0022300372,"DEC 20, 2023",DAL vs. LAC,L,44,9,25,0.36,2,11,0.182,8,14,0.571,1,8,9,10,1,0,5,1,28,-4,1,Luka Doncic
22023,1629029,0022300356,"DEC 18, 2023",DAL @ DEN,L,36,13,24,0.542,6,12,0.5,6,10,0.6,3,8,11,8,0,0,3,1,38,-29,1,Luka Doncic
22023,1629029,0022300341,"DEC 16, 2023",DAL @ POR,W,37,15,28,0.536,4,12,0.333,6,6,1.0,2,10,12,10,1,0,4,3,40,-4,1,Luka Doncic
22023,1629029,0022300321,"DEC 14, 2023",DAL vs. MIN,L,39,15,27,0.556,2,7,0.286,7,7,1.0,1,5,6,13,2,0,8,2,39,-12,1,Luka Doncic
22023,1629029,0022300306,"DEC 12, 2023",DAL vs. LAL,W,43,12,28,0.429,3,10,0.3,6,6,1.0,0,6,6,17,1,0,4,0,33,10,1,Luka Doncic
22023,1629029,0022300299,"DEC 11, 2023",DAL @ MEM,W,44,9,21,0.429,5,10,0.5,12,13,0.923,0,8,8,6,2,2,3,3,35,3,1,Luka Doncic
22023,1629029,0022301226,"DEC 08, 2023",DAL @ POR,W,41,11,28,0.393,3,14,0.214,7,8,0.875,0,6,6,10,1,1,5,1,32,13,1,Luka Doncic
22023,1629029,0022301213,"DEC 06, 2023",DAL vs. UTA,W,32,14,25,0.56,6,12,0.5,6,8,0.75,2,8,10,11,1,0,4,2,40,34,1,Luka Doncic
22023,1629029,0022300287,"DEC 02, 2023",DAL vs. OKC,L,46,11,22,0.5,5,13,0.385,9,14,0.643,2,13,15,18,2,2,7,2,36,-7,1,Luka Doncic
22023,1629029,0022300059,"NOV 28, 2023",DAL vs. HOU,W,38,15,29,0.517,3,10,0.3,8,9,0.889,0,9,9,9,2,0,0,3,41,12,1,Luka Doncic
22023,1629029,0022300244,"NOV 25, 2023",DAL @ LAC,L,38,12,27,0.444,1,8,0.125,5,5,1.0,0,3,3,4,2,2,4,4,30,-14,1,Luka Doncic
22023,1629029,0022300238,"NOV 22, 2023",DAL @ LAL,W,39,10,26,0.385,3,12,0.25,7,8,0.875,0,12,12,8,2,0,0,2,30,-11,1,Luka Doncic
22023,1629029,0022300212,"NOV 19, 2023",DAL vs. SAC,L,32,7,19,0.368,3,7,0.429,8,10,0.8,1,9,10,7,3,0,2,0,25,-14,1,Luka Doncic
22023,1629029,0022300205,"NOV 18, 2023",DAL @ MIL,L,35,15,26,0.577,4,9,0.444,1,4,0.25,1,8,9,9,0,0,3,1,35,-17,1,Luka Doncic
22023,1629029,0022300192,"NOV 15, 2023",DAL @ WAS,W,32,7,18,0.389,4,11,0.364,8,12,0.667,1,6,7,10,0,0,3,2,26,12,1,Luka Doncic
22023,1629029,0022300022,"NOV 14, 2023",DAL @ NOP,L,26,5,16,0.313,3,5,0.6,3,5,0.6,1,1,2,2,0,0,8,0,16,-26,1,Luka Doncic
22023,1629029,0022300183,"NOV 12, 2023",DAL @ NOP,W,28,11,18,0.611,4,9,0.444,4,5,0.8,0,4,4,9,1,0,2,0,30,14,1,Luka Doncic
22023,1629029,0022300014,"NOV 10, 2023",DAL vs. LAC,W,32,17,21,0.81,6,9,0.667,4,4,1.0,0,6,6,6,1,0,1,1,44,32,1,Luka Doncic
22023,1629029,0022300168,"NOV 08, 2023",DAL vs. TOR,L,38,11,26,0.423,2,10,0.2,7,10,0.7,0,7,7,8,4,1,4,3,31,-7,1,Luka Doncic
22023,1629029,0022300147,"NOV 06, 2023",DAL @ ORL,W,35,9,17,0.529,5,10,0.5,6,6,1.0,0,3,3,6,2,0,6,2,29,7,1,Luka Doncic
22023,1629029,0022300143,"NOV 05, 2023",DAL vs. CHA,W,36,8,19,0.421,1,9,0.111,6,7,0.857,1,11,12,9,0,1,4,3,23,3,1,Luka Doncic
22023,1629029,0022300006,"NOV 03, 2023",DAL @ DEN,L,38,11,24,0.458,6,11,0.545,6,7,0.857,3,7,10,8,0,1,9,2,34,-4,1,Luka Doncic
22023,1629029,0022300124,"NOV 01, 2023",DAL vs. CHI,W,40,5,16,0.313,1,8,0.125,7,9,0.778,0,7,7,10,2,1,6,2,18,11,1,Luka Doncic
22023,1629029,0022300106,"OCT 30, 2023",DAL @ MEM,W,40,11,22,0.5,6,12,0.5,7,10,0.7,0,12,12,12,1,1,6,4,35,6,1,Luka Doncic
22023,1629029,0022300084,"OCT 27, 2023",DAL vs. BKN,W,36,16,25,0.64,9,14,0.643,8,10,0.8,1,9,10,7,0,0,0,1,49,9,1,Luka Doncic
22023,1629029,0022300073,"OCT 25, 2023",DAL @ SAS,W,34,13,25,0.52,3,11,0.273,4,7,0.571,1,12,13,10,2,0,4,1,33,4,1,Luka Doncic
22023,203507,0022301148,"APR 09, 2024",MIL vs. BOS,W,29,7,11,0.636,0,0,0.0,1,2,0.5,3,5,8,7,1,2,4,1,15,17,1,Giannis Antetokounmpo
22023,203507,0022301139,"APR 07, 2024",MIL vs. NYK,L,39,10,20,0.5,0,1,0.0,8,11,0.727,3,12,15,8,1,2,4,2,28,-5,1,Giannis Antetokounmpo
