Player_ID,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,Player,Season
1628369.0,36.932432432432435,9.824324324324325,21.06756756756757,0.46463513513513516,3.2432432432432434,9.27027027027027,0.33670270270270275,7.175675675675675,8.405405405405405,0.8421621621621622,1.054054054054054,7.716216216216216,8.77027027027027,4.621621621621622,1.054054054054054,0.6891891891891891,2.8783783783783785,2.1621621621621623,30.06756756756757,6.202702702702703,1.0,Jayson Tatum,2022-23
203507.0,32.15873015873016,11.222222222222221,20.285714285714285,0.5510317460317461,0.746031746031746,2.7142857142857144,0.26087301587301587,7.904761904761905,12.253968253968255,0.6159047619047618,2.1746031746031744,9.603174603174603,11.777777777777779,5.698412698412699,0.8253968253968254,0.8095238095238095,3.9047619047619047,3.126984126984127,31.095238095238095,5.428571428571429,1.0,Giannis Antetokounmpo,2022-23
203999.0,33.65217391304348,9.36231884057971,14.81159420289855,0.6464782608695653,0.8260869565217391,2.1594202898550723,0.28984057971014493,4.942028985507246,6.0144927536231885,0.7756086956521739,2.420289855072464,9.420289855072463,11.840579710144928,9.826086956521738,1.2608695652173914,0.6811594202898551,3.579710144927536,2.5217391304347827,24.492753623188406,9.27536231884058,1.0,Nikola Jokic,2022-23
203954.0,34.666666666666664,11.030303030303031,20.12121212121212,0.5485151515151515,1.0,3.0303030303030303,0.2837878787878788,10.015151515151516,11.681818181818182,0.8535303030303031,1.7121212121212122,8.43939393939394,10.151515151515152,4.151515151515151,1.0,1.696969696969697,3.4242424242424243,3.106060606060606,33.07575757575758,6.424242424242424,1.0,Joel Embiid,2022-23
1628983.0,35.544117647058826,10.352941176470589,20.308823529411764,0.511220588235294,0.8529411764705882,2.4705882352941178,0.33651470588235294,9.838235294117647,10.867647058823529,0.9027058823529411,0.8676470588235294,3.9705882352941178,4.838235294117647,5.455882352941177,1.6470588235294117,0.9558823529411765,2.823529411764706,2.823529411764706,31.397058823529413,2.1911764705882355,1.0,Shai Gilgeous-Alexander,2022-23
,,,,,,,,,,,,,,,,,,,,,,,
1629029.0,35.4,9.861538461538462,21.584615384615386,0.4519846153846154,3.0923076923076924,8.753846153846155,0.3326769230769231,5.6,7.523076923076923,0.7194153846153846,0.8615384615384616,8.261538461538462,9.123076923076923,8.738461538461538,1.1538461538461537,0.5538461538461539,4.492307692307692,2.230769230769231,28.415384615384614,2.246153846153846,1.0,Luka Doncic,2021-22
203954.0,33.76470588235294,9.794117647058824,19.61764705882353,0.49307352941176463,1.3676470588235294,3.6911764705882355,0.3656029411764705,9.617647058823529,11.808823529411764,0.8120735294117647,2.1470588235294117,9.558823529411764,11.705882352941176,4.176470588235294,1.1323529411764706,1.4558823529411764,3.1470588235294117,2.661764705882353,30.573529411764707,5.426470588235294,1.0,Joel Embiid,2021-22
203507.0,32.940298507462686,10.283582089552239,18.582089552238806,0.5498955223880595,1.0597014925373134,3.611940298507463,0.27473134328358206,8.253731343283581,11.432835820895523,0.7277313432835821,2.0,9.611940298507463,11.611940298507463,5.791044776119403,1.0746268656716418,1.3582089552238805,3.2686567164179103,3.1641791044776117,29.880597014925375,5.925373134328358,1.0,Giannis Antetokounmpo,2021-22
1626164.0,34.455882352941174,9.735294117647058,20.897058823529413,0.4623970588235294,2.6911764705882355,7.029411764705882,0.372720588235294,4.632352941176471,5.338235294117647,0.7917941176470588,0.6617647058823529,4.367647058823529,5.029411764705882,4.838235294117647,1.1323529411764706,0.38235294117647056,2.3823529411764706,2.6470588235294117,26.794117647058822,6.882352941176471,1.0,Devin Booker,2021-22
203999.0,33.432432432432435,10.324324324324325,17.716216216216218,0.5991216216216216,1.3108108108108107,3.891891891891892,0.32794594594594595,5.121621621621622,6.324324324324325,0.8076891891891893,2.7837837837837838,10.986486486486486,13.77027027027027,7.891891891891892,1.472972972972973,0.8513513513513513,3.7972972972972974,2.581081081081081,27.08108108108108,6.027027027027027,1.0,Nikola Jokic,2021-22
,,,,,,,,,,,,,,,,,,,,,,,
203507.0,32.967213114754095,10.262295081967213,18.0327868852459,0.5647704918032787,1.098360655737705,3.622950819672131,0.3004262295081967,6.524590163934426,9.524590163934427,0.6834098360655738,1.5901639344262295,9.40983606557377,11.0,5.852459016393443,1.180327868852459,1.1967213114754098,3.3934426229508197,2.7540983606557377,28.147540983606557,6.688524590163935,1.0,Giannis Antetokounmpo,2020-21
101108.0,31.428571428571427,6.271428571428571,12.557142857142857,0.49438571428571415,1.457142857142857,3.6857142857142855,0.35634285714285713,2.414285714285714,2.585714285714286,0.6962285714285714,0.35714285714285715,4.1,4.457142857142857,8.885714285714286,1.4142857142857144,0.2714285714285714,2.2285714285714286,2.3714285714285714,16.414285714285715,4.428571428571429,1.0,Chris Paul,2020-21
201939.0,34.15873015873016,10.444444444444445,21.666666666666668,0.4813968253968253,5.349206349206349,12.714285714285714,0.41177777777777774,5.746031746031746,6.26984126984127,0.8848412698412699,0.4603174603174603,5.015873015873016,5.476190476190476,5.761904761904762,1.2222222222222223,0.12698412698412698,3.380952380952381,1.8888888888888888,31.984126984126984,3.857142857142857,1.0,Stephen Curry,2020-21
